item,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12,total_2023,total _2022,total_sales
B,183,0,0,50,0,0,40,0,0,16,0,19,0,40,38,0,0,0,0,0,0,4,106,30,136
B,184,0,0,20,20,0,0,0,0,0,0,0,10,10,0,10,10,0,10,0,0,10,40,101,141
B,185,5,15,60,170,0,0,40,40,0,5,0,48,40,90,158,40,105,82,40,30,300,330,60,390
B,186,3,0,14,8,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,25,938,963
B,187,0,3,0,7,0,5,3,0,2,3,0,4,0,5,6,0,8,0,3,0,4,20,7,27
B,188,18,7,75,160,0,0,0,5,0,115,0,3,73,10,50,23,0,13,3,0,0,265,33,298
B,189,0,0,5,20,0,10,0,0,0,0,10,2,10,0,20,0,0,0,0,0,0,35,290,325
B,190,5,10,35,20,0,20,0,0,0,0,0,0,15,15,20,0,0,0,0,0,0,90,42,132
B,191,0,0,0,370,0,0,0,0,0,5,0,21,105,10,255,0,0,0,0,0,0,370,50,420
B,192,0,0,14,0,14,0,10,0,10,10,8,0,15,0,25,0,0,7,0,5,14,48,396,444
B,193,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,86
B,194,7,0,10,8,0,0,7,0,3,0,2,0,10,10,5,0,2,0,2,3,0,35,0,35
B,195,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,0,3,0,2,0,34,34
B,196,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,33
B,197,6,10,0,10,0,5,0,5,5,0,4,4,10,0,0,2,1,7,0,0,0,41,0,41
B,198,25,20,10,60,0,0,3,25,0,10,17,18,30,35,20,8,14,20,32,17,0,143,28,171
B,199,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,8,221,229
B,200,0,0,3,0,3,0,2,0,0,3,0,0,5,0,0,0,2,0,2,0,2,8,15,23
B,201,20,20,30,35,0,30,0,20,20,20,20,10,40,35,40,30,0,0,30,10,0,175,14,189
B,202,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,20,235,255
B,203,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,7,0,0,0,8,0,8,30,38
B,204,10,6,0,0,10,6,0,3,3,4,3,2,15,3,8,7,2,5,4,5,3,38,21,59
B,205,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,1,61,62
B,206,7,50,226,300,0,0,0,0,0,30,0,26,132,260,200,0,0,0,0,0,0,583,7,590
B,207,10,20,0,81,15,30,25,30,0,10,10,10,120,25,0,90,20,10,0,10,0,211,648,859
B,208,0,0,0,5,0,0,0,4,0,0,1,0,5,12,57,0,0,0,0,0,2,9,305,314
B,209,0,3,0,0,0,5,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,8,77,85
B,210,0,0,10,25,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,7,35,11,46
B,211,0,0,0,20,0,0,10,0,15,0,10,0,0,20,0,0,0,10,0,20,0,45,37,82
B,212,4,0,15,35,0,10,10,0,30,0,5,10,20,0,30,5,8,10,26,10,10,104,60,164
B,213,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,0,0,2,134,136
B,214,10,20,20,50,10,20,20,0,10,10,20,30,50,0,10,20,10,20,0,20,10,160,7,167
B,215,70,35,85,60,12,10,5,8,3,6,1,0,31,6,69,2,5,10,4,0,21,288,200,488
B,216,0,10,0,0,0,0,0,10,0,0,10,0,20,0,0,0,10,0,0,0,10,20,155,175
B,217,0,0,0,0,0,0,0,0,0,5,15,18,11,10,15,25,10,20,11,12,16,0,50,50
B,218,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,168,170
B,219,0,5,0,0,0,3,0,1,0,8,0,5,0,4,0,2,0,3,2,3,0,9,6,15
B,220,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,37
B,221,0,0,0,1,0,2,0,0,0,0,2,0,12,0,0,0,0,0,0,0,5,3,0,3
B,222,0,15,0,0,0,0,0,4,0,15,0,0,12,0,0,0,0,0,0,5,0,19,19,38
B,223,5,10,37,80,20,50,0,10,5,8,0,20,20,20,10,0,0,38,60,22,7,217,32,249
B,224,29,20,34,87,4,0,40,22,6,28,44,70,4,65,4,44,111,33,2,24,24,242,205,447
B,225,40,20,80,220,0,0,0,0,0,0,0,0,280,0,0,280,0,0,0,0,0,360,453,813
B,226,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,560,561
B,227,14,7,20,15,5,10,12,10,5,20,5,11,16,10,23,13,15,0,22,10,10,98,3,101
B,228,0,11,0,9,0,0,0,0,0,0,6,0,14,0,22,0,13,0,9,0,13,20,155,175
B,229,0,17,0,9,0,0,6,0,0,5,4,0,12,10,11,0,0,9,0,4,0,32,77,109
B,230,4,0,8,8,0,0,10,0,4,0,0,0,7,0,12,0,0,3,0,0,6,34,55,89
B,231,0,0,0,10,0,0,0,20,0,0,0,0,10,0,0,0,10,0,0,0,0,30,28,58
B,232,30,15,10,60,0,10,10,30,10,20,0,20,30,15,20,35,0,20,30,5,25,175,20,195
B,233,0,20,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,25,220,245
B,234,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,15,20
B,235,0,0,0,2,0,0,0,0,0,2,0,0,2,1,1,0,0,5,0,0,0,2,3,5
B,236,1,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,11,21
B,237,0,8,0,10,0,0,0,0,0,0,0,0,22,0,18,10,0,0,0,0,0,18,2,20
B,238,0,5,0,10,0,10,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,25,50,75
B,239,0,0,0,0,0,0,4,0,0,3,0,3,0,4,0,0,2,0,0,2,0,4,11,15
B,240,10,10,0,20,0,0,0,0,0,0,10,0,10,0,20,0,0,0,10,0,0,40,14,54
B,242,3,4,15,18,0,0,10,4,5,5,5,1,13,2,10,0,5,5,4,5,7,59,50,109
B,243,0,0,0,2,0,2,1,4,0,0,0,3,0,1,0,2,1,2,4,0,1,9,62,71
B,244,10,0,10,10,0,0,0,0,0,10,0,0,10,0,10,5,0,5,0,5,0,30,14,44
B,245,0,0,0,10,0,0,20,0,60,0,0,0,0,0,0,0,10,10,0,0,30,90,45,135
B,246,0,5,0,0,10,0,0,0,5,0,5,0,13,0,0,5,0,0,0,0,0,20,50,70
B,247,0,0,20,10,0,0,0,20,0,0,0,0,20,10,20,0,10,0,10,20,0,50,23,73
B,248,2,12,5,20,0,10,0,4,11,4,8,3,15,15,11,0,10,2,3,6,7,64,90,154
B,249,3,0,18,0,0,6,7,5,6,14,0,0,22,10,47,0,0,0,0,0,0,45,84,129
B,250,0,0,13,11,0,0,0,0,0,0,0,4,7,0,1,0,0,6,0,7,2,24,93,117
B,251,0,0,40,0,20,0,0,20,0,0,0,0,0,0,40,40,0,0,0,0,70,80,27,107
B,252,0,0,13,44,0,0,0,0,0,0,0,9,18,0,34,0,0,0,0,0,0,57,150,207
B,253,0,5,0,5,0,3,0,0,0,4,0,5,0,5,0,5,0,5,0,3,5,13,61,74
B,254,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
B,255,0,0,4,4,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,14,0,14
B,256,10,10,25,30,0,0,5,20,0,10,5,0,30,7,20,0,0,10,10,20,10,100,10,110
B,257,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,4,0,0,3,122,125
B,258,0,5,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,15,10,25
B,260,0,10,0,10,20,0,0,0,0,0,10,5,10,20,20,0,0,0,0,0,10,40,14,54
B,261,2,0,0,5,0,0,10,0,0,0,2,3,0,0,5,0,0,5,4,0,0,17,75,92
B,262,0,0,4,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,3,7,19,26
B,263,6,12,12,5,15,22,13,8,10,12,5,5,90,10,13,10,5,14,15,9,15,103,9,112
B,264,0,1,2,6,1,0,0,1,3,4,8,18,9,0,0,0,8,0,0,0,1,14,203,217
B,265,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,48,52
B,266,0,0,40,10,0,0,0,0,15,0,20,0,35,0,0,10,12,8,0,0,12,65,4,69
B,267,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,97,99
B,268,0,0,40,40,0,0,0,60,30,0,0,0,0,0,0,0,0,40,0,0,10,170,0,170
B,269,0,5,0,0,0,20,0,30,0,0,5,0,5,0,10,0,0,0,0,10,0,55,50,105
B,270,4,0,12,9,0,0,0,0,2,0,0,5,14,0,0,9,5,0,14,0,10,27,30,57
B,271,2,0,10,5,0,0,0,0,0,2,2,0,2,2,0,5,0,0,0,7,0,17,57,74
B,272,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,20,42
B,273,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,0,0,0,0,0,0,5,5
B,274,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,10,0,0,21,21
B,275,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,25,26
B,276,30,60,20,50,40,20,20,15,25,20,20,45,35,55,55,32,35,25,20,70,10,280,3,283
B,277,0,200,200,100,0,0,0,0,0,30,0,20,200,60,0,200,0,0,0,0,0,500,422,922
B,278,20,10,10,15,0,25,0,10,10,10,10,0,20,10,10,10,10,0,10,10,0,100,510,610
B,279,0,6,0,10,5,0,0,5,0,5,0,0,10,2,0,8,5,0,2,0,4,26,100,126
B,281,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,46
B,282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
B,283,6,2,2,4,0,2,6,1,3,6,11,2,15,9,7,2,0,0,5,5,2,26,0,26
B,284,0,0,0,265,0,0,0,0,0,0,0,0,10,0,160,0,0,0,0,0,0,265,64,329
B,285,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,170,190
B,286,0,20,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,10,-10,0,20,10,30
B,287,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,20,30
B,288,0,2,0,30,0,0,0,0,0,3,8,0,8,0,0,0,0,2,6,0,3,32,5,37
B,289,7,0,6,10,0,0,0,0,0,0,10,0,5,0,10,4,0,0,5,8,4,23,30,53
B,290,3,5,0,6,0,5,5,8,0,0,3,5,6,5,0,5,5,2,12,10,0,32,46,78
B,291,0,0,15,20,0,0,0,20,0,0,0,0,30,0,20,0,20,0,0,0,20,55,53,108
B,292,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,8,90,98
B,293,0,2,0,0,3,0,0,2,0,3,0,0,0,3,0,0,3,0,0,0,0,7,6,13
B,294,0,1,3,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,4,9,13
B,295,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
B,296,20,0,0,40,0,10,20,0,0,10,15,0,50,0,10,0,10,10,10,20,10,90,0,90
B,297,0,10,0,0,0,5,0,5,0,10,0,0,0,5,0,10,0,0,6,0,0,20,145,165
B,298,0,20,0,15,0,50,0,0,0,0,0,0,30,0,30,0,15,10,5,0,10,85,31,116
B,299,0,10,20,20,10,10,10,20,10,10,0,10,20,10,10,0,10,10,10,0,10,110,100,210
B,300,9,8,0,12,0,0,5,7,0,0,4,5,10,13,2,6,0,2,0,6,0,41,100,141
B,301,4,0,10,30,0,0,0,0,0,0,0,6,15,0,25,0,0,0,0,0,5,44,48,92
B,302,0,0,12,4,0,0,5,0,0,0,0,2,8,0,15,0,0,0,0,0,0,21,51,72
B,303,0,10,0,30,0,0,0,0,5,0,8,0,0,10,0,12,0,10,0,0,0,45,25,70
B,304,0,260,110,1090,0,0,0,0,10,0,0,0,30,10,0,0,0,0,0,0,0,1470,40,1510
B,305,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,40,42
B,306,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,3,6
B,307,0,0,8,0,0,5,2,0,1,0,3,4,4,0,0,3,0,5,2,0,9,16,4,20
B,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,30
B,309,0,10,0,18,0,0,10,0,0,0,0,5,18,12,0,0,0,0,0,0,0,38,1,39
B,310,0,3,10,6,0,0,3,3,0,0,0,2,10,10,12,0,4,3,0,5,0,25,35,60
B,311,0,0,5,0,6,0,0,5,0,0,0,5,10,0,5,0,0,7,0,0,10,16,46,62
B,312,0,15,14,11,30,10,0,0,0,5,6,9,10,10,20,0,0,0,0,4,5,80,37,117
B,313,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,69,79
B,314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
B,315,7,7,18,30,25,0,0,0,0,0,10,5,10,0,25,0,0,5,5,0,0,87,3,90
B,316,10,0,8,5,0,0,0,10,10,0,0,0,10,0,6,0,0,5,0,0,5,43,60,103
B,317,0,5,14,6,0,0,0,7,2,0,8,2,19,0,0,0,6,0,5,11,0,34,26,60
B,318,0,0,0,0,0,5,0,0,0,0,0,5,0,0,13,0,0,0,0,5,0,5,51,56
B,319,0,0,0,30,0,0,0,0,0,0,0,8,12,0,0,0,10,0,0,0,0,30,23,53
B,321,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,4,0,5,30,35
B,322,0,10,2,8,0,0,0,0,0,0,0,5,0,8,0,0,0,2,0,1,5,20,14,34
B,323,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,4,32,21,53
B,324,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,9,19
B,325,0,25,0,10,0,0,0,5,0,0,4,0,20,10,0,18,0,10,10,0,10,40,10,50
B,326,10,6,0,0,0,8,0,7,3,0,10,0,0,0,0,0,0,6,1,0,0,34,82,116
B,327,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
B,328,0,10,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,20,0,20
B,329,10,10,0,0,4,0,10,0,5,0,0,0,10,10,0,0,0,10,0,5,0,39,10,49
B,330,18,7,20,3,25,6,15,0,5,0,0,26,13,11,24,6,13,2,10,16,4,99,35,134
B,331,0,0,0,20,0,0,0,0,10,0,0,0,0,10,0,10,0,0,10,0,0,30,125,155
B,332,0,0,3,2,0,6,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,11,30,41
B,333,20,0,20,20,30,0,0,20,10,10,0,0,20,30,20,0,20,0,0,0,10,120,9,129
B,334,5,10,51,3,0,0,0,0,0,0,7,0,12,8,5,0,13,0,5,16,0,69,110,179
B,335,5,0,0,0,5,0,5,0,0,4,0,3,5,0,15,0,0,0,0,0,5,15,66,81
B,336,4,12,20,60,0,0,0,20,0,0,0,0,15,0,20,0,0,20,0,9,12,116,32,148
B,337,5,20,0,90,0,0,0,0,0,0,0,0,10,0,100,0,0,0,0,10,10,115,76,191
B,338,0,10,10,170,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,190,130,320
B,339,0,1,0,0,1,0,3,0,0,2,0,0,1,1,0,2,1,0,0,2,0,5,40,45
B,340,20,10,30,10,0,10,10,10,0,0,10,20,10,10,40,0,0,0,10,20,0,100,9,109
B,341,0,0,0,150,0,0,0,0,0,0,0,0,61,0,0,1,0,60,2,0,1,150,120,270
B,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,125,125
B,343,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,20,13,33
B,344,20,40,0,120,0,0,30,20,0,20,10,10,40,40,0,40,40,0,20,10,10,230,20,250
B,345,1,1,2,6,0,0,0,2,1,0,0,0,2,0,6,1,0,1,5,0,0,13,240,253
B,346,0,0,3,10,0,0,0,1,0,0,3,0,0,3,2,0,0,0,0,3,0,14,15,29
B,347,8,0,0,0,0,0,0,11,0,0,0,0,0,4,0,5,0,0,10,-5,0,19,11,30
B,348,2,0,0,0,0,0,0,6,1,0,10,0,9,0,0,5,0,2,0,0,0,9,14,23
B,349,10,130,90,0,10,0,5,100,10,10,0,10,81,17,20,10,145,10,0,6,9,355,26,381
B,350,1,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,2,0,0,4,318,322
B,351,33,318,295,120,40,0,0,0,0,0,16,0,71,40,137,0,140,0,35,0,12,806,11,817
B,352,40,0,30,10,0,30,10,0,10,30,30,0,30,20,10,0,10,25,20,30,40,130,451,581
B,353,1,1,4,4,5,6,0,0,2,0,4,0,2,5,2,0,4,4,1,1,1,23,245,268
B,354,0,20,0,0,0,15,0,10,0,0,0,10,15,0,12,0,0,10,15,0,0,45,24,69
B,355,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,62,64
B,356,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
B,357,0,0,8,10,0,0,0,5,0,6,0,10,0,4,2,7,0,0,8,3,3,23,0,23
B,358,0,100,100,200,0,0,0,0,30,100,0,30,100,100,120,300,0,0,0,0,0,430,43,473
B,359,10,20,20,0,0,0,0,10,0,0,10,0,20,0,20,0,0,10,0,10,0,60,750,810
B,360,4,0,10,0,0,0,8,0,0,3,0,0,3,0,3,0,0,0,6,0,0,22,70,92
B,361,50,50,300,310,0,0,20,0,20,30,20,20,90,100,130,100,220,40,30,60,40,750,15,765
B,362,5,30,400,190,0,0,0,30,10,20,160,0,200,70,30,80,0,20,20,30,30,665,880,1545
B,363,20,0,20,15,0,0,0,0,10,0,10,10,0,40,10,0,0,0,0,0,0,65,660,725
B,364,10,0,10,31,0,15,15,10,15,10,10,0,10,20,20,0,10,0,5,20,15,106,70,176
B,365,0,0,25,0,0,0,0,0,0,0,0,0,15,10,35,0,0,0,0,20,0,25,120,145
B,366,0,0,20,90,0,0,0,0,0,0,30,4,10,15,0,0,0,27,4,6,8,110,80,190
B,367,10,10,15,20,10,10,15,0,10,0,10,20,20,15,25,10,20,20,10,10,15,100,104,204
B,368,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,175,176
B,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2
B,370,60,0,0,0,0,0,0,0,0,20,0,0,50,0,0,0,0,0,0,0,20,60,3,63
B,371,0,0,15,15,0,0,0,0,0,0,0,0,20,15,35,0,0,0,0,0,0,30,90,120
B,372,25,10,0,12,12,20,0,0,10,0,20,0,15,0,0,0,0,0,0,10,0,89,70,159
B,373,0,0,0,80,0,0,0,0,0,0,0,0,30,0,50,0,0,0,0,0,30,80,45,125
B,374,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,110,110
B,375,0,20,10,10,10,0,10,0,20,0,15,0,40,0,20,0,0,15,10,0,15,80,200,280
B,376,0,0,1,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,6,4,115,119
B,377,10,5,0,10,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,35,11,46
B,378,5,0,0,10,0,0,0,0,0,0,0,5,6,3,0,0,0,5,0,0,0,15,30,45
B,379,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,19,19
B,380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,12
B,381,0,0,5,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,15,2,17
B,382,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,8,20,28
B,383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,5,6
B,384,0,0,9,5,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,3,2,14,4,18
B,385,0,0,0,10,0,0,0,4,8,0,0,2,8,0,10,0,0,0,5,0,10,22,21,43
B,386,0,12,0,5,0,0,0,10,0,0,0,2,7,0,13,0,0,0,0,5,0,27,35,62
B,387,1,0,1,1,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,0,3,27,30
B,388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7
B,389,2,7,0,0,0,4,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,13,2,15
B,390,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,20,25
B,391,0,5,0,0,0,0,12,0,0,0,0,0,5,0,10,10,0,0,0,0,0,17,10,27
B,392,3,2,1,5,0,0,1,3,0,3,0,0,4,0,6,4,0,0,4,0,0,15,25,40
B,393,0,0,0,10,0,0,0,4,2,0,0,0,7,0,0,0,0,0,0,2,0,16,21,37
B,395,5,7,0,0,8,0,6,4,0,1,0,3,2,0,0,0,6,5,1,0,2,30,9,39
B,396,0,10,10,35,0,0,0,0,0,10,25,0,25,10,10,0,0,0,5,0,0,55,20,75
B,397,10,0,6,14,0,0,0,0,0,0,5,0,10,0,4,0,0,7,0,0,3,30,85,115
B,398,6,0,10,10,0,0,0,0,1,8,0,4,9,0,8,0,3,0,0,4,5,27,29,56
B,399,0,0,35,20,0,0,0,0,0,6,15,0,0,23,30,0,0,0,7,6,3,55,41,96
B,400,8,0,10,10,0,0,0,0,0,0,5,0,6,15,15,0,0,0,10,5,0,28,90,118
B,401,40,10,20,40,60,30,30,30,30,40,70,50,50,40,90,40,30,30,20,41,30,290,56,346
B,402,35,45,10,70,0,0,0,0,10,0,20,30,80,3,0,65,20,0,40,25,30,170,531,701
B,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,313,313
B,404,2,0,4,5,4,7,2,0,6,0,1,0,0,3,0,5,2,2,5,0,3,30,10,40
B,405,0,3,0,9,0,5,1,0,5,2,0,3,1,4,12,0,0,0,0,0,0,23,21,44
B,406,0,50,120,120,0,0,0,10,0,0,10,8,70,207,140,30,0,0,10,50,0,300,22,322
B,407,5,11,0,22,0,0,3,8,8,2,0,1,12,5,12,10,0,0,10,3,3,57,525,582
B,408,2,4,3,4,2,7,11,0,3,3,5,13,9,6,6,9,6,1,1,7,0,36,58,94
B,409,0,0,10,5,0,0,0,10,0,0,0,0,10,0,0,4,8,0,0,10,0,25,66,91
B,410,0,0,7,0,0,10,0,3,8,0,2,0,4,47,0,0,4,0,0,11,1,28,32,60
B,411,0,20,10,0,0,0,0,20,0,15,0,0,0,10,0,20,0,0,0,0,20,50,69,119
B,412,0,40,430,0,0,0,0,0,0,20,40,50,160,205,0,0,200,0,0,0,0,470,65,535
B,413,0,0,0,15,0,0,0,0,0,0,3,0,6,0,28,0,0,0,0,0,0,15,675,690
B,414,0,0,0,0,0,2,3,0,2,3,2,0,2,5,3,0,0,0,0,10,0,7,37,44
B,415,10,30,20,60,0,70,20,20,20,40,0,0,40,60,40,0,0,10,60,0,10,250,25,275
B,416,0,0,60,830,-220,0,0,0,0,20,20,37,70,40,70,200,150,0,0,39,100,670,260,930
B,417,0,0,0,10,0,0,0,0,5,0,0,5,0,5,0,0,0,10,0,0,0,15,746,761
B,418,80,0,30,20,0,0,10,10,0,0,20,10,40,30,0,20,0,10,10,20,20,150,20,170
B,419,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,10,180,190
B,420,0,2,10,0,0,0,3,3,4,0,6,5,0,8,6,0,0,2,0,0,10,22,30,52
B,421,0,20,110,0,25,0,0,0,0,0,0,0,50,0,45,0,0,30,0,0,0,155,37,192
B,422,0,5,0,10,0,15,12,0,0,5,0,0,15,0,20,0,20,0,0,0,0,42,125,167
B,423,0,0,10,0,0,0,2,0,0,4,0,0,0,0,0,15,0,0,0,0,0,12,60,72
B,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,19
B,425,4,10,7,20,5,0,0,0,0,0,2,5,20,15,30,0,0,8,3,12,3,46,1,47
B,426,0,40,0,80,0,0,0,0,0,0,0,8,44,10,80,0,0,0,0,0,0,120,98,218
B,427,10,0,10,20,0,0,10,20,40,0,10,0,10,20,30,0,0,0,0,0,0,110,142,252
B,428,0,40,0,70,30,0,0,0,0,0,0,0,20,0,0,0,20,20,0,20,0,140,70,210
B,429,0,0,400,800,0,0,0,0,0,10,60,60,100,600,350,0,0,0,0,0,0,1200,80,1280
B,430,40,5,565,545,0,30,66,90,20,10,12,10,30,64,50,0,70,0,10,17,20,1361,1180,2541
B,431,0,0,0,130,0,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,140,293,433
B,432,0,0,28,12,0,0,20,0,0,0,10,0,0,3,8,0,0,9,0,0,0,60,100,160
B,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,30,30
B,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3
B,435,20,0,40,50,0,0,0,10,20,10,0,0,30,30,50,0,0,20,0,0,20,140,2,142
B,436,0,5,0,0,0,0,0,4,0,0,2,0,3,0,2,0,0,0,0,0,0,9,160,169
B,437,3,7,12,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,22,7,29
B,438,0,20,5,0,10,10,20,0,0,0,10,0,10,20,20,0,0,0,25,0,10,65,5,70
B,439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,95
B,440,50,8,19,28,0,10,0,5,4,9,9,13,10,10,12,0,18,8,8,6,8,124,1,125
B,441,2,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,111,115
B,442,0,0,20,0,0,0,0,5,0,0,0,20,0,0,20,0,0,0,0,20,0,25,12,37
B,443,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,60,79
B,444,0,10,0,10,0,0,0,10,0,0,0,10,10,0,0,0,0,10,0,0,0,30,0,30
B,445,10,0,8,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,30,60
B,446,0,10,0,10,0,0,6,0,4,0,5,0,20,0,0,0,0,6,0,0,0,30,10,40
B,447,8,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,31,43
B,448,25,0,185,70,0,0,0,0,0,5,0,5,120,0,5,0,15,0,25,0,0,280,10,290
B,450,0,0,14,0,4,0,5,0,0,0,0,3,0,0,8,0,0,0,0,2,2,23,175,198
B,451,15,20,0,80,0,0,10,5,0,0,20,5,40,50,42,0,0,0,0,0,0,130,15,145
B,452,0,0,3,6,0,1,5,0,0,0,1,2,2,2,3,0,0,0,2,0,2,15,157,172
B,455,0,20,0,20,0,20,20,20,0,50,10,0,0,0,20,30,0,30,0,0,30,100,14,114
B,456,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,170,172
